sample,fastq_1,fastq_2,single_end
barcode17,/scicomp/groups-pure/OID/NCEZID/DFWED/WDPB/EMEL/Projects/Long_Read_Analysis/data/reads/dorado/new/barcode17/barcode17_FAX01282_combined.fastq.gz,,true
