sample,fastq_1,fastq_2,single_end,short_1,short_2
barcode07-ZYMO,/scicomp/groups-pure/OID/NCEZID/DFWED/WDPB/EMEL/Projects/Long_Read_Analysis/data/reads/MinION-MC115266/New_Mexico/2024-09-06/trimmed/barcode07-ZYMO.fastq.gz,,true,,
